id,cine_id,numero,capacidad,tipo_sala
12084,1344,1,120,2D
12085,1344,2,80,2D
12086,1344,3,80,2D
12087,1344,4,100,2D
12088,1344,5,120,2D
12089,1344,6,180,2D
12090,1344,7,140,2D
12091,1344,8,140,2D
12092,1345,1,80,2D
12093,1345,2,180,2D
12094,1345,3,160,2D
12095,1345,4,160,2D
12096,1345,5,160,2D
12097,1345,6,160,2D
12098,1345,7,180,XD
12099,1345,8,140,2D
12100,1345,9,120,2D
12101,1345,10,100,2D
12102,1345,11,80,3D
12103,1346,1,120,2D
12104,1346,2,80,2D
12105,1346,3,80,2D
12106,1346,4,120,2D
12107,1346,5,100,2D
12108,1346,6,120,2D
12109,1346,7,180,2D
12110,1346,8,160,2D
12111,1346,9,120,3D
12112,1346,10,180,2D
12113,1346,11,160,IMAX
12114,1346,12,80,2D
12115,1347,1,140,2D
12116,1347,2,180,2D
12117,1347,3,100,2D
12118,1347,4,160,2D
12119,1347,5,160,2D
12120,1347,6,140,2D
12121,1348,1,80,3D
12122,1348,2,80,IMAX
12123,1348,3,120,2D
12124,1348,4,180,2D
12125,1348,5,80,3D
12126,1348,6,100,IMAX
12127,1348,7,100,2D
12128,1348,8,100,XD
12129,1348,9,120,XD
12130,1348,10,140,2D
12131,1348,11,80,2D
12132,1349,1,160,2D
12133,1349,2,140,2D
12134,1349,3,140,2D
12135,1349,4,140,IMAX
12136,1349,5,80,2D
12137,1349,6,180,XD
12138,1349,7,140,2D
12139,1349,8,180,2D
12140,1349,9,160,2D
12141,1349,10,100,2D
12142,1349,11,160,2D
12143,1350,1,120,XD
12144,1350,2,140,2D
12145,1350,3,100,IMAX
12146,1350,4,140,2D
12147,1350,5,80,2D
12148,1350,6,120,XD
12149,1351,1,140,2D
12150,1351,2,100,3D
12151,1351,3,140,2D
12152,1351,4,140,2D
12153,1351,5,140,2D
12154,1351,6,100,XD
12155,1351,7,80,2D
12156,1352,1,100,3D
12157,1352,2,80,2D
12158,1352,3,180,2D
12159,1352,4,160,XD
12160,1352,5,160,2D
12161,1352,6,120,XD
12162,1352,7,80,IMAX
12163,1352,8,100,IMAX
12164,1352,9,140,3D
12165,1352,10,140,XD
12166,1353,1,100,2D
12167,1353,2,80,2D
12168,1353,3,180,2D
12169,1353,4,140,2D
12170,1353,5,120,2D
12171,1353,6,80,2D
12172,1354,1,100,2D
12173,1354,2,120,2D
12174,1354,3,80,XD
12175,1354,4,140,2D
12176,1354,5,100,3D
12177,1354,6,100,3D
12178,1354,7,80,2D
12179,1355,1,180,IMAX
12180,1355,2,80,2D
12181,1355,3,100,2D
12182,1355,4,160,3D
12183,1355,5,120,IMAX
12184,1355,6,160,XD
12185,1355,7,180,2D
12186,1355,8,80,2D
12187,1355,9,100,2D
12188,1355,10,80,2D
12189,1355,11,160,2D
12190,1355,12,160,XD
12191,1356,1,180,2D
12192,1356,2,120,IMAX
12193,1356,3,100,2D
12194,1356,4,180,2D
12195,1356,5,160,2D
12196,1356,6,160,2D
12197,1356,7,140,2D
12198,1356,8,120,3D
12199,1357,1,100,IMAX
12200,1357,2,120,2D
12201,1357,3,180,2D
12202,1357,4,120,IMAX
12203,1357,5,80,XD
12204,1357,6,80,2D
12205,1357,7,100,2D
12206,1357,8,80,XD
12207,1358,1,140,2D
12208,1358,2,140,IMAX
12209,1358,3,100,3D
12210,1358,4,140,2D
12211,1358,5,160,3D
12212,1358,6,160,XD
12213,1358,7,120,2D
12214,1358,8,160,IMAX
12215,1358,9,160,2D
12216,1358,10,80,2D
12217,1358,11,180,2D
12218,1359,1,160,IMAX
12219,1359,2,160,IMAX
12220,1359,3,180,2D
12221,1359,4,140,2D
12222,1359,5,180,3D
12223,1359,6,100,2D
12224,1359,7,180,2D
12225,1359,8,180,XD
12226,1359,9,120,IMAX
12227,1359,10,120,2D
12228,1359,11,140,2D
12229,1360,1,160,2D
12230,1360,2,100,2D
12231,1360,3,80,2D
12232,1360,4,160,3D
12233,1360,5,140,2D
12234,1360,6,100,2D
12235,1360,7,160,3D
12236,1360,8,180,2D
12237,1361,1,160,2D
12238,1361,2,80,3D
12239,1361,3,120,IMAX
12240,1361,4,160,2D
12241,1361,5,160,2D
12242,1361,6,160,2D
12243,1361,7,80,2D
12244,1361,8,140,2D
12245,1362,1,80,2D
12246,1362,2,100,XD
12247,1362,3,160,2D
12248,1362,4,180,XD
12249,1362,5,160,3D
12250,1362,6,80,2D
12251,1362,7,100,2D
12252,1363,1,140,2D
12253,1363,2,140,2D
12254,1363,3,180,2D
12255,1363,4,120,XD
12256,1363,5,80,2D
12257,1363,6,140,2D
12258,1363,7,180,IMAX
12259,1363,8,160,2D
12260,1364,1,120,2D
12261,1364,2,120,2D
12262,1364,3,100,XD
12263,1364,4,80,2D
12264,1364,5,80,IMAX
12265,1364,6,140,2D
12266,1364,7,120,IMAX
12267,1364,8,120,2D
12268,1364,9,160,XD
12269,1365,1,100,IMAX
12270,1365,2,140,2D
12271,1365,3,180,2D
12272,1365,4,120,2D
12273,1365,5,180,XD
12274,1365,6,120,2D
12275,1365,7,100,2D
12276,1366,1,80,3D
12277,1366,2,80,XD
12278,1366,3,120,2D
12279,1366,4,180,2D
12280,1366,5,100,2D
12281,1366,6,100,IMAX
12282,1366,7,160,3D
12283,1366,8,180,2D
12284,1366,9,80,IMAX
12285,1366,10,100,2D
12286,1366,11,140,2D
12287,1367,1,140,2D
12288,1367,2,140,2D
12289,1367,3,100,2D
12290,1367,4,180,2D
12291,1367,5,160,IMAX
12292,1367,6,180,2D
12293,1367,7,140,XD
12294,1367,8,80,2D
12295,1368,1,80,3D
12296,1368,2,140,2D
12297,1368,3,180,2D
12298,1368,4,140,IMAX
12299,1368,5,80,XD
12300,1368,6,180,XD
12301,1368,7,140,2D
12302,1368,8,180,IMAX
12303,1368,9,80,3D
12304,1368,10,180,2D
12305,1368,11,100,2D
12306,1369,1,100,IMAX
12307,1369,2,180,2D
12308,1369,3,120,IMAX
12309,1369,4,100,2D
12310,1369,5,160,2D
12311,1369,6,140,2D
12312,1369,7,100,2D
12313,1369,8,80,XD
12314,1369,9,180,2D
12315,1369,10,140,2D
12316,1370,1,100,3D
12317,1370,2,180,XD
12318,1370,3,120,3D
12319,1370,4,160,XD
12320,1370,5,80,2D
12321,1370,6,180,2D
12322,1370,7,100,2D
12323,1371,1,120,2D
12324,1371,2,80,IMAX
12325,1371,3,140,IMAX
12326,1371,4,160,2D
12327,1371,5,120,3D
12328,1371,6,80,2D
12329,1371,7,160,2D
12330,1371,8,140,XD
12331,1371,9,120,2D
12332,1371,10,100,XD
12333,1371,11,180,2D
12334,1372,1,180,IMAX
12335,1372,2,100,2D
12336,1372,3,100,XD
12337,1372,4,100,IMAX
12338,1372,5,140,2D
12339,1372,6,100,IMAX
12340,1373,1,100,2D
12341,1373,2,120,2D
12342,1373,3,80,IMAX
12343,1373,4,180,2D
12344,1373,5,180,2D
12345,1373,6,80,2D
12346,1374,1,160,2D
12347,1374,2,160,2D
12348,1374,3,80,2D
12349,1374,4,120,2D
12350,1374,5,140,2D
12351,1374,6,100,2D
12352,1374,7,160,2D
12353,1374,8,100,2D
12354,1374,9,100,2D
12355,1374,10,120,2D
12356,1374,11,80,2D
12357,1375,1,100,3D
12358,1375,2,180,XD
12359,1375,3,160,2D
12360,1375,4,180,2D
12361,1375,5,80,IMAX
12362,1375,6,120,3D
12363,1376,1,180,3D
12364,1376,2,160,2D
12365,1376,3,80,XD
12366,1376,4,100,2D
12367,1376,5,80,2D
12368,1376,6,160,2D
12369,1376,7,160,3D
12370,1376,8,100,2D
12371,1376,9,120,2D
12372,1376,10,160,2D
12373,1377,1,140,2D
12374,1377,2,160,XD
12375,1377,3,160,2D
12376,1377,4,140,2D
12377,1377,5,140,2D
12378,1377,6,180,2D
12379,1377,7,160,IMAX
12380,1377,8,80,XD
12381,1377,9,80,IMAX
12382,1377,10,160,XD
12383,1378,1,140,2D
12384,1378,2,180,3D
12385,1378,3,140,XD
12386,1378,4,80,2D
12387,1378,5,120,XD
12388,1378,6,80,2D
12389,1378,7,120,XD
12390,1378,8,140,2D
12391,1378,9,80,XD
12392,1378,10,160,3D
12393,1378,11,140,2D
12394,1379,1,140,IMAX
12395,1379,2,180,2D
12396,1379,3,120,XD
12397,1379,4,160,XD
12398,1379,5,140,2D
12399,1379,6,120,2D
12400,1379,7,140,2D
12401,1379,8,160,XD
12402,1379,9,100,2D
12403,1379,10,120,3D
12404,1380,1,140,2D
12405,1380,2,100,2D
12406,1380,3,180,XD
12407,1380,4,180,2D
12408,1380,5,180,2D
12409,1380,6,120,3D
12410,1380,7,120,2D
12411,1380,8,140,IMAX
12412,1380,9,120,3D
12413,1380,10,100,2D
12414,1380,11,180,3D
12415,1380,12,120,2D
12416,1381,1,140,2D
12417,1381,2,160,2D
12418,1381,3,160,2D
12419,1381,4,180,2D
12420,1381,5,160,2D
12421,1381,6,80,2D
12422,1381,7,100,2D
12423,1381,8,120,IMAX
12424,1382,1,180,2D
12425,1382,2,80,2D
12426,1382,3,140,2D
12427,1382,4,160,IMAX
12428,1382,5,180,IMAX
12429,1382,6,120,IMAX
12430,1382,7,80,2D
12431,1383,1,160,2D
12432,1383,2,100,2D
12433,1383,3,140,2D
12434,1383,4,80,3D
12435,1383,5,160,2D
12436,1383,6,180,XD
12437,1383,7,120,2D
12438,1383,8,100,2D
12439,1383,9,120,2D
12440,1383,10,140,2D
12441,1383,11,100,XD
12442,1383,12,140,2D
12443,1384,1,180,2D
12444,1384,2,180,2D
12445,1384,3,80,XD
12446,1384,4,100,2D
12447,1384,5,140,3D
12448,1384,6,180,3D
12449,1384,7,80,XD
12450,1384,8,140,2D
12451,1385,1,180,2D
12452,1385,2,160,2D
12453,1385,3,180,2D
12454,1385,4,160,IMAX
12455,1385,5,80,2D
12456,1385,6,80,2D
12457,1386,1,140,2D
12458,1386,2,80,3D
12459,1386,3,160,2D
12460,1386,4,160,2D
12461,1386,5,120,IMAX
12462,1386,6,120,2D
12463,1386,7,140,3D
12464,1386,8,80,3D
12465,1387,1,160,XD
12466,1387,2,160,3D
12467,1387,3,80,2D
12468,1387,4,180,XD
12469,1387,5,80,2D
12470,1387,6,120,2D
12471,1388,1,120,3D
12472,1388,2,100,2D
12473,1388,3,80,2D
12474,1388,4,100,2D
12475,1388,5,120,IMAX
12476,1388,6,180,2D
12477,1388,7,160,IMAX
12478,1388,8,100,2D
12479,1388,9,100,3D
12480,1388,10,100,IMAX
12481,1388,11,100,2D
12482,1388,12,140,2D
12483,1389,1,80,3D
12484,1389,2,140,2D
12485,1389,3,160,2D
12486,1389,4,100,2D
12487,1389,5,180,IMAX
12488,1389,6,100,2D
12489,1389,7,120,2D
12490,1389,8,160,XD
12491,1389,9,180,2D
12492,1389,10,80,2D
12493,1389,11,180,XD
12494,1389,12,140,3D
12495,1390,1,120,2D
12496,1390,2,180,2D
12497,1390,3,160,2D
12498,1390,4,180,IMAX
12499,1390,5,100,IMAX
12500,1390,6,120,2D
12501,1390,7,160,2D
12502,1390,8,120,IMAX
12503,1390,9,140,2D
12504,1391,1,100,IMAX
12505,1391,2,120,2D
12506,1391,3,180,2D
12507,1391,4,160,3D
12508,1391,5,180,2D
12509,1391,6,180,3D
12510,1391,7,140,2D
12511,1391,8,180,2D
12512,1391,9,140,2D
12513,1392,1,180,IMAX
12514,1392,2,160,3D
12515,1392,3,80,3D
12516,1392,4,180,2D
12517,1392,5,100,IMAX
12518,1392,6,180,2D
12519,1393,1,160,IMAX
12520,1393,2,160,2D
12521,1393,3,100,2D
12522,1393,4,120,2D
12523,1393,5,80,IMAX
12524,1393,6,140,3D
12525,1393,7,100,2D
12526,1393,8,120,IMAX
12527,1394,1,180,2D
12528,1394,2,160,2D
12529,1394,3,160,2D
12530,1394,4,120,2D
12531,1394,5,140,IMAX
12532,1394,6,140,XD
12533,1394,7,120,IMAX
12534,1395,1,140,2D
12535,1395,2,120,XD
12536,1395,3,140,3D
12537,1395,4,100,IMAX
12538,1395,5,80,2D
12539,1395,6,160,2D
12540,1395,7,120,IMAX
12541,1395,8,80,IMAX
12542,1396,1,80,2D
12543,1396,2,80,3D
12544,1396,3,160,2D
12545,1396,4,140,2D
12546,1396,5,120,2D
12547,1396,6,180,2D
12548,1396,7,160,2D
12549,1396,8,100,2D
12550,1396,9,100,2D
12551,1396,10,120,2D
12552,1396,11,100,2D
12553,1396,12,140,2D
12554,1397,1,120,XD
12555,1397,2,180,IMAX
12556,1397,3,120,IMAX
12557,1397,4,100,2D
12558,1397,5,140,2D
12559,1397,6,100,IMAX
12560,1397,7,180,2D
12561,1397,8,80,2D
12562,1398,1,180,3D
12563,1398,2,140,2D
12564,1398,3,120,IMAX
12565,1398,4,140,2D
12566,1398,5,180,XD
12567,1398,6,80,3D
12568,1399,1,100,2D
12569,1399,2,120,2D
12570,1399,3,100,2D
12571,1399,4,140,2D
12572,1399,5,160,3D
12573,1399,6,160,2D
12574,1399,7,180,2D
12575,1400,1,100,3D
12576,1400,2,180,2D
12577,1400,3,80,2D
12578,1400,4,120,XD
12579,1400,5,180,2D
12580,1400,6,120,2D
12581,1401,1,100,2D
12582,1401,2,80,3D
12583,1401,3,100,IMAX
12584,1401,4,80,2D
12585,1401,5,100,2D
12586,1401,6,100,IMAX
12587,1401,7,120,2D
12588,1401,8,80,2D
12589,1402,1,180,3D
12590,1402,2,80,XD
12591,1402,3,100,2D
12592,1402,4,140,XD
12593,1402,5,180,XD
12594,1402,6,120,2D
12595,1402,7,100,XD
12596,1403,1,100,2D
12597,1403,2,120,XD
12598,1403,3,160,2D
12599,1403,4,100,XD
12600,1403,5,160,IMAX
12601,1403,6,120,2D
12602,1403,7,100,2D
12603,1403,8,120,XD
12604,1404,1,180,3D
12605,1404,2,120,2D
12606,1404,3,160,2D
12607,1404,4,180,XD
12608,1404,5,100,2D
12609,1404,6,100,IMAX
12610,1404,7,140,2D
12611,1404,8,80,2D
12612,1405,1,160,2D
12613,1405,2,180,2D
12614,1405,3,140,IMAX
12615,1405,4,160,3D
12616,1405,5,140,3D
12617,1405,6,100,2D
12618,1405,7,140,2D
12619,1405,8,100,XD
12620,1405,9,80,3D
12621,1405,10,140,XD
12622,1405,11,80,XD
12623,1406,1,140,2D
12624,1406,2,160,2D
12625,1406,3,80,2D
12626,1406,4,180,2D
12627,1406,5,80,3D
12628,1406,6,140,2D
12629,1406,7,180,IMAX
12630,1406,8,80,2D
12631,1406,9,140,IMAX
12632,1406,10,160,XD
12633,1406,11,180,2D
12634,1407,1,140,2D
12635,1407,2,80,2D
12636,1407,3,160,IMAX
12637,1407,4,140,2D
12638,1407,5,80,3D
12639,1407,6,80,XD
12640,1407,7,180,2D
12641,1408,1,160,2D
12642,1408,2,100,XD
12643,1408,3,140,2D
12644,1408,4,120,2D
12645,1408,5,180,2D
12646,1408,6,120,2D
12647,1408,7,100,2D
12648,1409,1,180,2D
12649,1409,2,140,2D
12650,1409,3,120,3D
12651,1409,4,120,2D
12652,1409,5,80,2D
12653,1409,6,140,2D
12654,1409,7,180,2D
12655,1409,8,120,2D
12656,1409,9,120,2D
12657,1409,10,160,2D
12658,1410,1,180,3D
12659,1410,2,160,2D
12660,1410,3,80,2D
12661,1410,4,120,2D
12662,1410,5,140,2D
12663,1410,6,120,XD
12664,1410,7,120,2D
12665,1411,1,140,XD
12666,1411,2,120,2D
12667,1411,3,100,3D
12668,1411,4,120,2D
12669,1411,5,100,XD
12670,1411,6,100,IMAX
12671,1411,7,180,3D
12672,1411,8,80,IMAX
12673,1411,9,100,2D
12674,1411,10,180,2D
12675,1411,11,120,2D
12676,1411,12,160,2D
12677,1412,1,80,3D
12678,1412,2,80,XD
12679,1412,3,160,2D
12680,1412,4,180,XD
12681,1412,5,160,3D
12682,1412,6,80,2D
12683,1413,1,180,2D
12684,1413,2,160,3D
12685,1413,3,100,2D
12686,1413,4,140,IMAX
12687,1413,5,180,2D
12688,1413,6,160,2D
12689,1413,7,100,XD
12690,1413,8,100,IMAX
12691,1413,9,120,2D
12692,1413,10,180,2D
12693,1414,1,180,2D
12694,1414,2,140,3D
12695,1414,3,180,2D
12696,1414,4,160,XD
12697,1414,5,100,XD
12698,1414,6,80,2D
12699,1414,7,140,IMAX
12700,1414,8,120,2D
12701,1414,9,80,2D
12702,1414,10,180,2D
12703,1414,11,160,2D
12704,1414,12,180,2D
12705,1415,1,100,2D
12706,1415,2,80,2D
12707,1415,3,140,2D
12708,1415,4,140,2D
12709,1415,5,140,2D
12710,1415,6,180,2D
12711,1415,7,80,2D
12712,1415,8,120,IMAX
12713,1415,9,80,IMAX
12714,1415,10,180,2D
12715,1416,1,140,2D
12716,1416,2,140,2D
12717,1416,3,140,2D
12718,1416,4,120,IMAX
12719,1416,5,160,2D
12720,1416,6,100,2D
12721,1416,7,160,XD
12722,1417,1,140,IMAX
12723,1417,2,140,3D
12724,1417,3,140,2D
12725,1417,4,100,IMAX
12726,1417,5,80,3D
12727,1417,6,100,3D
12728,1417,7,180,2D
12729,1417,8,80,XD
12730,1418,1,120,2D
12731,1418,2,160,XD
12732,1418,3,180,2D
12733,1418,4,160,IMAX
12734,1418,5,80,XD
12735,1418,6,160,2D
12736,1418,7,180,2D
12737,1418,8,120,2D
12738,1418,9,120,XD
12739,1418,10,100,3D
12740,1419,1,140,IMAX
12741,1419,2,120,2D
12742,1419,3,100,2D
12743,1419,4,100,2D
12744,1419,5,140,2D
12745,1419,6,80,2D
12746,1419,7,120,2D
12747,1419,8,120,XD
12748,1419,9,140,2D
12749,1419,10,100,2D
12750,1420,1,160,XD
12751,1420,2,180,2D
12752,1420,3,180,XD
12753,1420,4,120,3D
12754,1420,5,100,2D
12755,1420,6,160,IMAX
12756,1420,7,180,2D
12757,1420,8,120,2D
12758,1420,9,140,2D
12759,1420,10,140,2D
12760,1421,1,120,2D
12761,1421,2,80,IMAX
12762,1421,3,180,IMAX
12763,1421,4,180,2D
12764,1421,5,180,IMAX
12765,1421,6,120,2D
12766,1421,7,80,XD
12767,1421,8,160,IMAX
12768,1421,9,180,2D
12769,1421,10,180,2D
12770,1422,1,80,2D
12771,1422,2,100,2D
12772,1422,3,160,2D
12773,1422,4,120,2D
12774,1422,5,120,2D
12775,1422,6,80,2D
12776,1422,7,160,2D
12777,1422,8,160,XD
12778,1423,1,180,3D
12779,1423,2,160,2D
12780,1423,3,80,2D
12781,1423,4,120,2D
12782,1423,5,80,2D
12783,1423,6,100,2D
12784,1423,7,80,2D
12785,1424,1,160,2D
12786,1424,2,120,2D
12787,1424,3,140,3D
12788,1424,4,80,3D
12789,1424,5,180,3D
12790,1424,6,100,2D
12791,1424,7,180,2D
12792,1425,1,160,2D
12793,1425,2,120,2D
12794,1425,3,140,2D
12795,1425,4,120,2D
12796,1425,5,80,2D
12797,1425,6,100,2D
12798,1425,7,160,2D
12799,1425,8,180,2D
12800,1425,9,160,2D
12801,1426,1,100,2D
12802,1426,2,100,2D
12803,1426,3,80,IMAX
12804,1426,4,100,2D
12805,1426,5,180,2D
12806,1426,6,80,2D
12807,1426,7,100,2D
12808,1426,8,160,IMAX
12809,1426,9,100,3D
12810,1426,10,140,2D
12811,1426,11,100,2D
12812,1427,1,120,2D
12813,1427,2,80,2D
12814,1427,3,80,2D
12815,1427,4,80,3D
12816,1427,5,140,IMAX
12817,1427,6,100,3D
12818,1427,7,180,2D
12819,1427,8,160,XD
12820,1427,9,180,XD
12821,1427,10,100,2D
12822,1427,11,160,3D
12823,1428,1,80,IMAX
12824,1428,2,80,3D
12825,1428,3,140,2D
12826,1428,4,140,2D
12827,1428,5,80,2D
12828,1428,6,120,2D
12829,1428,7,100,2D
12830,1428,8,160,IMAX
12831,1428,9,80,2D
12832,1428,10,180,2D
12833,1428,11,160,2D
12834,1429,1,80,2D
12835,1429,2,180,2D
12836,1429,3,140,2D
12837,1429,4,160,2D
12838,1429,5,140,2D
12839,1429,6,160,3D
12840,1429,7,80,XD
12841,1429,8,180,2D
12842,1430,1,100,2D
12843,1430,2,120,2D
12844,1430,3,120,XD
12845,1430,4,160,XD
12846,1430,5,80,2D
12847,1430,6,80,XD
12848,1430,7,180,XD
12849,1430,8,120,3D
12850,1431,1,120,2D
12851,1431,2,120,3D
12852,1431,3,140,XD
12853,1431,4,160,3D
12854,1431,5,100,3D
12855,1431,6,180,XD
12856,1431,7,140,2D
12857,1431,8,120,2D
12858,1431,9,100,2D
12859,1431,10,100,3D
12860,1431,11,120,3D
12861,1431,12,160,3D
12862,1432,1,180,2D
12863,1432,2,140,2D
12864,1432,3,160,2D
12865,1432,4,120,2D
12866,1432,5,100,IMAX
12867,1432,6,160,IMAX
12868,1433,1,140,2D
12869,1433,2,120,3D
12870,1433,3,160,2D
12871,1433,4,120,2D
12872,1433,5,120,2D
12873,1433,6,160,3D
12874,1433,7,100,XD
12875,1433,8,180,2D
12876,1434,1,140,3D
12877,1434,2,120,3D
12878,1434,3,180,2D
12879,1434,4,160,IMAX
12880,1434,5,120,XD
12881,1434,6,80,2D
12882,1434,7,80,2D
12883,1434,8,140,XD
12884,1434,9,100,2D
12885,1435,1,100,IMAX
12886,1435,2,180,3D
12887,1435,3,180,2D
12888,1435,4,120,IMAX
12889,1435,5,120,2D
12890,1435,6,160,2D
12891,1435,7,100,2D
12892,1436,1,80,2D
12893,1436,2,180,2D
12894,1436,3,120,2D
12895,1436,4,180,XD
12896,1436,5,160,2D
12897,1436,6,160,XD
12898,1436,7,180,XD
12899,1436,8,120,2D
12900,1436,9,80,3D
12901,1437,1,80,2D
12902,1437,2,100,IMAX
12903,1437,3,180,2D
12904,1437,4,100,2D
12905,1437,5,100,IMAX
12906,1437,6,180,XD
12907,1438,1,180,2D
12908,1438,2,100,2D
12909,1438,3,80,2D
12910,1438,4,100,XD
12911,1438,5,100,2D
12912,1438,6,160,3D
12913,1438,7,100,2D
12914,1438,8,120,IMAX
12915,1438,9,80,2D
12916,1438,10,120,2D
12917,1438,11,160,2D
12918,1438,12,160,2D
12919,1439,1,180,IMAX
12920,1439,2,100,2D
12921,1439,3,80,2D
12922,1439,4,140,2D
12923,1439,5,160,XD
12924,1439,6,100,2D
12925,1440,1,100,XD
12926,1440,2,180,2D
12927,1440,3,160,2D
12928,1440,4,140,IMAX
12929,1440,5,80,IMAX
12930,1440,6,120,2D
12931,1440,7,120,IMAX
12932,1440,8,80,2D
12933,1441,1,140,3D
12934,1441,2,140,3D
12935,1441,3,120,2D
12936,1441,4,180,2D
12937,1441,5,140,2D
12938,1441,6,160,2D
12939,1441,7,100,2D
12940,1441,8,80,2D
12941,1441,9,140,2D
12942,1441,10,80,2D
12943,1441,11,140,2D
12944,1441,12,120,2D
12945,1442,1,160,2D
12946,1442,2,80,2D
12947,1442,3,160,2D
12948,1442,4,120,2D
12949,1442,5,160,3D
12950,1442,6,100,2D
12951,1442,7,140,XD
12952,1442,8,80,2D
12953,1442,9,160,2D
12954,1442,10,140,XD
12955,1442,11,120,2D
12956,1442,12,100,3D
12957,1443,1,140,2D
12958,1443,2,180,2D
12959,1443,3,180,2D
12960,1443,4,160,2D
12961,1443,5,80,2D
12962,1443,6,100,2D
12963,1443,7,80,3D
12964,1444,1,160,IMAX
12965,1444,2,80,2D
12966,1444,3,160,2D
12967,1444,4,120,2D
12968,1444,5,160,2D
12969,1444,6,140,2D
12970,1444,7,100,2D
12971,1444,8,100,2D
12972,1445,1,80,3D
12973,1445,2,180,2D
12974,1445,3,80,2D
12975,1445,4,100,2D
12976,1445,5,80,2D
12977,1445,6,180,2D
12978,1445,7,120,2D
12979,1445,8,160,3D
12980,1446,1,80,2D
12981,1446,2,80,2D
12982,1446,3,80,2D
12983,1446,4,160,3D
12984,1446,5,100,IMAX
12985,1446,6,160,2D
12986,1446,7,120,2D
12987,1446,8,120,2D
12988,1446,9,80,3D
12989,1446,10,180,IMAX
12990,1447,1,120,2D
12991,1447,2,100,IMAX
12992,1447,3,80,2D
12993,1447,4,120,2D
12994,1447,5,120,2D
12995,1447,6,180,2D
12996,1447,7,160,2D
12997,1447,8,120,3D
12998,1448,1,80,2D
12999,1448,2,160,2D
13000,1448,3,80,2D
13001,1448,4,160,IMAX
13002,1448,5,80,2D
13003,1448,6,100,2D
13004,1449,1,180,2D
13005,1449,2,100,2D
13006,1449,3,140,2D
13007,1449,4,80,3D
13008,1449,5,80,IMAX
13009,1449,6,100,2D
13010,1449,7,80,2D
13011,1449,8,180,2D
13012,1449,9,80,3D
13013,1449,10,80,2D
13014,1449,11,160,2D
13015,1450,1,180,2D
13016,1450,2,160,2D
13017,1450,3,140,IMAX
13018,1450,4,140,3D
13019,1450,5,140,IMAX
13020,1450,6,180,2D
13021,1450,7,100,2D
13022,1450,8,120,2D
13023,1450,9,120,XD
13024,1450,10,120,3D
13025,1450,11,140,2D
13026,1450,12,140,3D
13027,1451,1,80,2D
13028,1451,2,180,2D
13029,1451,3,160,2D
13030,1451,4,160,2D
13031,1451,5,120,XD
13032,1451,6,120,IMAX
13033,1451,7,180,3D
13034,1451,8,80,2D
13035,1451,9,180,2D
13036,1451,10,180,2D
13037,1451,11,180,3D
13038,1452,1,80,2D
13039,1452,2,120,2D
13040,1452,3,140,2D
13041,1452,4,160,2D
13042,1452,5,180,XD
13043,1452,6,120,2D
13044,1453,1,180,XD
13045,1453,2,140,XD
13046,1453,3,180,IMAX
13047,1453,4,180,IMAX
13048,1453,5,100,IMAX
13049,1453,6,100,2D
13050,1453,7,100,IMAX
13051,1453,8,80,2D
13052,1453,9,140,2D
13053,1453,10,160,2D
13054,1454,1,120,2D
13055,1454,2,120,2D
13056,1454,3,140,XD
13057,1454,4,180,3D
13058,1454,5,160,2D
13059,1454,6,80,2D
13060,1454,7,160,3D
13061,1454,8,120,2D
13062,1454,9,80,XD
13063,1455,1,100,3D
13064,1455,2,80,2D
13065,1455,3,140,2D
13066,1455,4,140,XD
13067,1455,5,140,2D
13068,1455,6,80,IMAX
13069,1455,7,160,3D
13070,1455,8,160,3D
13071,1455,9,160,2D
13072,1455,10,160,XD
13073,1455,11,100,2D
13074,1456,1,180,2D
13075,1456,2,80,2D
13076,1456,3,80,2D
13077,1456,4,80,2D
13078,1456,5,80,2D
13079,1456,6,120,3D
13080,1456,7,80,3D
13081,1457,1,120,XD
13082,1457,2,120,3D
13083,1457,3,80,2D
13084,1457,4,80,2D
13085,1457,5,180,3D
13086,1457,6,120,2D
13087,1457,7,100,3D
13088,1457,8,80,2D
13089,1457,9,160,2D
13090,1457,10,120,2D
13091,1457,11,180,IMAX
13092,1457,12,160,XD
13093,1458,1,140,2D
13094,1458,2,100,XD
13095,1458,3,100,IMAX
13096,1458,4,160,XD
13097,1458,5,100,2D
13098,1458,6,180,2D
13099,1459,1,120,2D
13100,1459,2,180,IMAX
13101,1459,3,100,2D
13102,1459,4,180,2D
13103,1459,5,160,2D
13104,1459,6,160,2D
13105,1459,7,160,2D
13106,1459,8,100,2D
13107,1460,1,120,XD
13108,1460,2,180,IMAX
13109,1460,3,120,3D
13110,1460,4,80,2D
13111,1460,5,80,3D
13112,1460,6,80,2D
13113,1460,7,100,2D
13114,1460,8,180,2D
13115,1461,1,160,3D
13116,1461,2,160,2D
13117,1461,3,80,IMAX
13118,1461,4,180,2D
13119,1461,5,140,2D
13120,1461,6,100,2D
13121,1462,1,160,2D
13122,1462,2,120,IMAX
13123,1462,3,160,2D
13124,1462,4,100,2D
13125,1462,5,100,IMAX
13126,1462,6,100,2D
13127,1462,7,80,2D
13128,1462,8,180,3D
13129,1462,9,100,2D
13130,1462,10,160,2D
13131,1462,11,160,2D
13132,1463,1,160,2D
13133,1463,2,80,2D
13134,1463,3,100,IMAX
13135,1463,4,80,2D
13136,1463,5,120,2D
13137,1463,6,160,IMAX
