id,nombre,ciudad,distrito,nro_salas
859,Cine Goñi y Gutiérrez S.Coop.,Alicante,Ville,10
860,Cine Lloret y Bejarano S.L.,Girona,Ville,8
861,Cine Soluciones Española S.Coop.,Badajoz,Ville,9
862,Cine Soluciones UZC S.Com.,Burgos,Ville,7
863,Cine Exposito y Bilbao S.Coop.,Huesca,Ville,11
864,Cine Peñalver y Molina S.Coop.,Alicante,Ville,9
865,Cine Fábrica Pascual S.A.T.,Toledo,Ville,12
866,Cine Heras y asociados S.Com.,Lugo,Ville,6
867,Cine Promociones del Levante S.A.,Tarragona,Ville,6
868,Cine Transportes Saez y asociados S.A.U,Salamanca,Ville,11
869,Cine Banco Hidalgo S.Coop.,Segovia,Ville,7
870,Cine Banco YMZ S.L.L.,Málaga,Ville,12
871,Cine Banca Privada Batalla & Asociados S.L.N.E,Baleares,Ville,7
872,Cine Fábrica Rivas S.Coop.,La Coruña,Ville,11
873,Cine Crespi y asociados S.L.N.E,Palencia,Ville,10
874,Cine Finanzas Suárez y asociados S.L.,Castellón,Ville,6
875,Cine Restauración RT S.Com.,Málaga,Ville,11
876,Cine Banca Privada Española S.L.N.E,Castellón,Ville,6
877,Cine Amor y Benavent S.Coop.,Lugo,Ville,6
878,Cine Bernabé Esparza Pozo S.L.,Burgos,Ville,10
879,Cine Minería Plana S.Coop.,Teruel,Ville,8
880,Cine Compañía Toledo & Asociados S.Com.,Ávila,Ville,9
881,Cine Hermanos Esteve S.A.,Navarra,Ville,7
882,Cine Desarrollo Canales S.L.,Huelva,Ville,12
883,Cine Hnos Maestre S.Com.,Asturias,Ville,7
884,Cine Desarrollo LUZ S.A.,Cantabria,Ville,9
885,Cine Nando Peña Boix S.L.L.,Badajoz,Ville,10
886,Cine Damián Álvaro Busquets S.Com.,Cuenca,Ville,11
887,Cine Anglada & Asociados S.L.N.E,Burgos,Ville,9
888,Cine Inmobiliaria Ibérica S.L.,Ávila,Ville,6
889,Cine Casado y asociados S.L.,Zaragoza,Ville,8
890,Cine Talleres Mesa & Asociados S.Coop.,Salamanca,Ville,11
891,Cine Seve Perales Godoy S.Coop.,Guipúzcoa,Ville,10
892,Cine Comercial DF S.Coop.,Cáceres,Ville,6
893,Cine Consultoría Paz S.L.N.E,Toledo,Ville,7
894,Cine Instalaciones Ponce y asociados S.A.T.,Castellón,Ville,8
895,Cine Felipe Marcos Ballesteros S.A.,Vizcaya,Ville,11
896,Cine Familia Herrera S.L.,Melilla,Ville,11
897,Cine Instalaciones Tapia S.L.L.,Zaragoza,Ville,10
898,Cine Ferrer y Zapata S.L.N.E,Valencia,Ville,11
899,Cine Olivia Cal Vara S.A.,Salamanca,Ville,10
900,Cine Rey & Asociados S.L.N.E,Girona,Ville,12
901,Cine Hnos Marí S.Com.,Jaén,Ville,8
902,Cine Instalaciones Acosta S.L.U.,Almería,Ville,8
903,Cine Losa & Asociados S.C.P,Albacete,Ville,8
904,Cine Comercial Tejera S.L.N.E,Ciudad,Ville,6
905,Cine Logística Valera S.Coop.,Zaragoza,Ville,9
906,Cine Lucía Armas Laguna S.A.,Granada,Ville,9
907,Cine Minería Integrales S.Com.,Albacete,Ville,12
908,Cine Talleres del Mediterráneo S.L.N.E,Castellón,Ville,12
909,Cine Molins y asociados S.L.,Pontevedra,Ville,6
910,Cine Farmaceútica Ibérica S.L.,Lleida,Ville,8
911,Cine Suministros Bello S.Com.,Barcelona,Ville,10
912,Cine Transportes del Sur S.C.P,Salamanca,Ville,8
913,Cine Tecnologías Serna S.Com.,Salamanca,Ville,7
914,Cine Grupo Flor S.L.N.E,Girona,Ville,6
915,Cine Mar Escamilla Mendoza S.A.,Valencia,Ville,8
916,Cine Escudero & Asociados S.Coop.,Santa Cruz de Tenerife,Ville,8
917,Cine Olivia Torralba Casas S.L.N.E,Sevilla,Ville,12
918,Cine Hermanos Báez S.A.,Valencia,Ville,10
919,Cine Jenaro Salvà Fuster S.Coop.,Murcia,Ville,7
920,Cine Minería UPPG S.A.,Tarragona,Ville,12
921,Cine Grupo Rey S.Com.,Murcia,Ville,10
922,Cine Hermanos Calderón S.A.,Ourense,Ville,11
923,Cine Aarón Barriga Escudero S.A.D,Huelva,Ville,7
924,Cine Gallo & Asociados S.Coop.,Huelva,Ville,6
925,Cine Soluciones Vives S.L.L.,Castellón,Ville,7
926,Cine Infraestructuras Castellana S.Com.,Lugo,Ville,9
927,Cine Manufacturas Ángel & Asociados S.Com.,Zamora,Ville,11
928,Cine Hermanos Sacristán S.L.,Pontevedra,Ville,9
929,Cine Instalaciones SLV S.A.,Lleida,Ville,8
930,Cine Infraestructuras XM S.L.,Toledo,Ville,8
931,Cine Villalobos y Calvo S.L.N.E,Almería,Ville,9
932,Cine Industrias EE S.A.,Navarra,Ville,12
933,Cine Soluciones UQUL S.A.,La Coruña,Ville,11
934,Cine Feliciana Gual Sanmartín S.Com.,Cádiz,Ville,7
935,Cine Comercializadora Luís y asociados S.L.N.E,Girona,Ville,9
936,Cine Consultoría Avanzadas S.L.N.E,Valencia,Ville,12
937,Cine Barbero y asociados S.C.P,Guadalajara,Ville,10
938,Cine Minería Losada S.L.N.E,Teruel,Ville,12
939,Cine Farmaceútica Bayo S.L.N.E,Toledo,Ville,8
940,Cine Servicios Iborra S.A.,Almería,Ville,9
941,Cine Acevedo & Asociados S.L.,Guipúzcoa,Ville,8
942,Cine Restauración Integrales S.A.,Tarragona,Ville,9
943,Cine Familia Lozano S.L.,Lleida,Ville,10
944,Cine Finanzas Globales S.L.N.E,Sevilla,Ville,7
945,Cine Roma y asociados S.L.,Pontevedra,Ville,8
946,Cine Palomino & Asociados S.L.L.,Pontevedra,Ville,7
947,Cine Ruperto Calleja Pareja S.L.N.E,Madrid,Ville,12
948,Cine Alimentación del Noroeste S.A.,Lugo,Ville,11
949,Cine Hermanos Barceló S.Com.,Tarragona,Ville,6
950,Cine Garcia & Asociados S.L.,Asturias,Ville,12
951,Cine Bonifacio Sans Martin S.A.T.,Girona,Ville,12
952,Cine Supermercados Córdoba y asociados S.A.,La Rioja,Ville,9
953,Cine Jacobo Porta Lucena S.Com.,Cuenca,Ville,10
954,Cine Grupo Yáñez S.L.,Navarra,Ville,6
955,Cine Calzada y Bosch S.A.,Huelva,Ville,10
956,Cine Fábrica del Mediterráneo S.L.L.,Ciudad,Ville,9
957,Cine Familia Muro S.A.,Asturias,Ville,9
958,Cine Hermanos Haro S.A.,Málaga,Ville,8
959,Cine Hermanos Infante S.L.,La Coruña,Ville,6
960,Cine Construcción WS S.Com.,Lugo,Ville,10
961,Cine Finanzas Leiva & Asociados S.A.U,Jaén,Ville,10
962,Cine Talleres Iberia S.Com.,Ciudad,Ville,7
963,Cine Hermanos Alfaro S.Coop.,Palencia,Ville,8
964,Cine Hnos Amigó S.Com.,Cantabria,Ville,6
965,Cine Álvaro & Asociados S.Coop.,Girona,Ville,9
966,Cine Alvarado & Asociados S.C.P,Málaga,Ville,12
967,Cine Castells & Asociados S.Coop.,Madrid,Ville,9
968,Cine Hotel XWZ S.L.N.E,Lleida,Ville,7
969,Cine Acosta y Prat S.L.L.,Pontevedra,Ville,11
970,Cine Construcción del Noroeste S.Com.,Murcia,Ville,11
971,Cine Inversiones Granados & Asociados S.A.U,Alicante,Ville,7
972,Cine Alimentación Viana S.Com.,Badajoz,Ville,9
973,Cine Farmaceútica Campillo S.L.N.E,Lugo,Ville,7
974,Cine Hermanos Tudela S.A.,Alicante,Ville,10
975,Cine Vilanova y Pozo S.A.,Granada,Ville,9
976,Cine Farmaceútica Larrañaga y asociados S.Com.,Huelva,Ville,7
977,Cine Feijoo y Simó S.L.,Palencia,Ville,9
978,Cine Báez y asociados S.A.,Salamanca,Ville,9
979,Cine Hermanos Beltrán S.A.,Toledo,Ville,9
980,Cine Pombo y Milla S.L.,Pontevedra,Ville,10
981,Cine Guzman & Asociados S.L.N.E,Cádiz,Ville,8
982,Cine Alimentación Baños & Asociados S.L.N.E,Burgos,Ville,8
983,Cine Desarrollo JZDW S.L.,Toledo,Ville,10
984,Cine Supermercados TP S.L.L.,Zaragoza,Ville,8
985,Cine Familia Ayllón S.L.N.E,Asturias,Ville,10
986,Cine Construcción Ibéricos S.L.,Sevilla,Ville,10
987,Cine Comercializadora ZUR S.L.,Alicante,Ville,12
988,Cine Soluciones Ibérica S.A.,Almería,Ville,6
989,Cine Alcántara & Asociados S.Coop.,Albacete,Ville,9
990,Cine Promociones HAII S.A.,Tarragona,Ville,10
991,Cine Tecnologías Daza y asociados S.L.,Lugo,Ville,8
992,Cine Riera & Asociados S.A.D,Zaragoza,Ville,11
993,Cine Distribuciones EQ S.Coop.,Soria,Ville,8
994,Cine Finanzas Perales y asociados S.L.L.,Zaragoza,Ville,10
995,Cine Alimentación DQ S.L.N.E,Badajoz,Ville,12
996,Cine Hermanos Hernandez S.A.,Badajoz,Ville,6
997,Cine Supermercados Iberia S.Com.,Baleares,Ville,9
998,Cine Hermanos Casanova S.Coop.,Lugo,Ville,8
999,Cine Transportes Borja & Asociados S.Com.,Zaragoza,Ville,8
1000,Cine Navarrete y Cal S.L.L.,Palencia,Ville,8
1001,Cine Servicios Viñas y asociados S.L.L.,Albacete,Ville,6
1002,Cine Instalaciones del Norte S.L.,Burgos,Ville,12
1003,Cine Fábrica del Mediterráneo S.A.,Cantabria,Ville,7
1004,Cine Grupo Manzanares S.L.L.,Castellón,Ville,9
1005,Cine Soluciones WE S.Coop.,Albacete,Ville,11
1006,Cine Banca Privada Fuentes & Asociados S.A.,Murcia,Ville,7
1007,Cine Grupo Fabra S.Com.,Huelva,Ville,11
1008,Cine Restauración Núñez y asociados S.L.,Ceuta,Ville,12
1009,Cine Farmaceútica Iberia S.L.,Madrid,Ville,6
1010,Cine Familia Marin S.A.,Santa Cruz de Tenerife,Ville,10
1011,Cine Restauración HVH S.Coop.,Las Palmas,Ville,11
1012,Cine Macias & Asociados S.A.,Alicante,Ville,10
1013,Cine Compañía Lillo S.Coop.,Barcelona,Ville,10
1014,Cine Hermanos Abascal S.L.,Cáceres,Ville,11
1015,Cine Cobo y Amaya S.C.P,Málaga,Ville,12
1016,Cine Banca Privada Iberia S.L.,La Rioja,Ville,9
1017,Cine Hnos Pozuelo S.C.P,Córdoba,Ville,10
1018,Cine Compañía Españolas S.A.,Jaén,Ville,11
1019,Cine Jordán y asociados S.L.U.,Lugo,Ville,7
1020,Cine Hnos Donaire S.L.U.,La Coruña,Ville,8
1021,Cine Vendrell y asociados S.A.,Soria,Ville,7
1022,Cine Construcción Oliver S.C.P,Navarra,Ville,8
1023,Cine Manufacturas Iberia S.L.,Melilla,Ville,10
1024,Cine Finanzas Ferrándiz S.Com.,Jaén,Ville,11
1025,Cine Desarrollo Pedrero S.A.,Toledo,Ville,8
1026,Cine Servicios Farré S.A.D,Asturias,Ville,7
1027,Cine Construcción CK S.Coop.,Asturias,Ville,9
1028,Cine Hnos Carbó S.Com.,Huesca,Ville,10
1029,Cine Servicios Clavero S.Com.,Guipúzcoa,Ville,10
1030,Cine Melero y Jódar S.Com.,Huesca,Ville,11
1031,Cine Grupo Mata S.A.,Lleida,Ville,11
1032,Cine Industrias Paniagua y asociados S.L.N.E,Málaga,Ville,10
1033,Cine Apolonia Bosch Cordero S.A.,Sevilla,Ville,10
1034,Cine Conde y Baena S.Com.,Teruel,Ville,11
1035,Cine Hnos Chico S.L.,Córdoba,Ville,7
1036,Cine Chico y Sola S.Com.,Albacete,Ville,8
1037,Cine Bernad & Asociados S.Coop.,Toledo,Ville,12
1038,Cine Ignacia Mulet Juárez S.C.P,Cádiz,Ville,9
1039,Cine Buendía y asociados S.A.U,Córdoba,Ville,10
1040,Cine Promociones Borja S.L.,Cantabria,Ville,12
1041,Cine Tecnologías Huguet y asociados S.A.,Guadalajara,Ville,9
1042,Cine Transportes Castellana S.L.U.,Zaragoza,Ville,8
1043,Cine Calixta Marqués Mora S.Com.,Cantabria,Ville,11
1044,Cine Construcción Fernandez S.Com.,León,Ville,6
1045,Cine Saez y asociados S.Coop.,Cuenca,Ville,7
1046,Cine Ferrández & Asociados S.Coop.,Ciudad,Ville,7
1047,Cine Hermanos Planas S.Com.,Granada,Ville,9
1048,Cine Transportes Globales S.Coop.,Ourense,Ville,7
1049,Cine Hermanos Ripoll S.L.L.,Zamora,Ville,7
1050,Cine Cerro y Cano S.C.P,Cantabria,Ville,9
1051,Cine Villalobos y Chamorro S.L.L.,Guadalajara,Ville,9
1052,Cine Loida Aparicio Cañizares S.A.U,La Rioja,Ville,12
1053,Cine Elpidio Carnero Hernandez S.Com.,La Coruña,Ville,11
1054,Cine Valerio Cepeda Lillo S.L.,Barcelona,Ville,12
1055,Cine María Fernanda Vara Serra S.C.P,Guipúzcoa,Ville,6
1056,Cine Servicios Avanzadas S.L.L.,Melilla,Ville,12
1057,Cine Instalaciones Guillen S.Com.,Baleares,Ville,12
1058,Cine Talleres NAMJ S.L.L.,Soria,Ville,6
1059,Cine Esteban y asociados S.L.N.E,Alicante,Ville,6
1060,Cine Construcción Tudela S.Com.,Palencia,Ville,7
1061,Cine Jerónimo Vives Calvet S.L.L.,Girona,Ville,11
1062,Cine Tecnologías Pont & Asociados S.A.,Murcia,Ville,7
1063,Cine Manufacturas Portillo S.Coop.,Huelva,Ville,6
1064,Cine Hotel del Levante S.A.,Baleares,Ville,7
1065,Cine Despacho Integrales S.Coop.,Jaén,Ville,9
1066,Cine Finanzas del Sur S.Com.,La Rioja,Ville,12
1067,Cine Silvestre Huertas Simó S.Coop.,León,Ville,7
1068,Cine Farmaceútica Globales S.A.,Barcelona,Ville,6
1069,Cine Gibert & Asociados S.L.,Huelva,Ville,6
1070,Cine Manufacturas Gibert S.Coop.,Toledo,Ville,12
1071,Cine Fábrica DNHN S.L.L.,Cantabria,Ville,8
1072,Cine Farmaceútica Carpio S.L.N.E,Salamanca,Ville,7
1073,Cine Supermercados Carnero S.L.U.,Lleida,Ville,12
1074,Cine Neira y asociados S.A.,León,Ville,6
1075,Cine Tecnologías Sáenz S.Com.,Álava,Ville,6
1076,Cine Desarrollo Avanzadas S.C.P,Toledo,Ville,8
1077,Cine Restauración Montero S.Coop.,Almería,Ville,6
1078,Cine Diez y asociados S.Com.,Barcelona,Ville,10
1079,Cine Familia Adán S.Coop.,Jaén,Ville,9
1080,Cine Neira & Asociados S.A.,Segovia,Ville,10
1081,Cine Alimentación Ibérica S.L.,Melilla,Ville,12
1082,Cine Tecnologías Pont y asociados S.Coop.,La Coruña,Ville,7
1083,Cine Meléndez y asociados S.A.,Huesca,Ville,7
1084,Cine Ureña y asociados S.Coop.,Santa Cruz de Tenerife,Ville,11
1085,Cine Tirado y asociados S.Coop.,Ourense,Ville,9
1086,Cine Manufacturas Peláez & Asociados S.A.,Soria,Ville,11
1087,Cine Coll y Cantero S.A.T.,Santa Cruz de Tenerife,Ville,9
1088,Cine Minería Aguiló y asociados S.L.,Cantabria,Ville,9
1089,Cine Martí y asociados S.C.P,Cuenca,Ville,10
1090,Cine Revilla & Asociados S.A.,Vizcaya,Ville,7
1091,Cine Hermanos Roselló S.Coop.,Murcia,Ville,9
1092,Cine Supermercados Avanzadas S.L.,Albacete,Ville,12
1093,Cine Cerezo y asociados S.L.,Madrid,Ville,6
1094,Cine Inversiones TLVO S.L.,Tarragona,Ville,11
1095,Cine Distribuciones UX S.A.,Pontevedra,Ville,9
1096,Cine Comercial Román S.A.,Granada,Ville,6
1097,Cine Suministros Castellana S.A.U,Salamanca,Ville,7
1098,Cine Feijoo y Río S.A.,Girona,Ville,7
1099,Cine Cazorla & Asociados S.A.,Palencia,Ville,8
1100,Cine Comercializadora EP S.Coop.,Ávila,Ville,12
1101,Cine Familia Dueñas S.A.,Jaén,Ville,6
1102,Cine Familia Escalona S.A.,Cáceres,Ville,8
1103,Cine Restauración Casanova y asociados S.L.,La Rioja,Ville,12
1104,Cine Varela y asociados S.A.,Ourense,Ville,12
1105,Cine Luján y Peñalver S.L.N.E,La Coruña,Ville,8
1106,Cine Hnos Ortuño S.C.P,Las Palmas,Ville,9
1107,Cine Hnos Cáceres S.A.,Baleares,Ville,6
1108,Cine Promociones RELS S.Coop.,Albacete,Ville,8
1109,Cine Rosalva Ojeda Rey S.L.N.E,Sevilla,Ville,7
1110,Cine Ochoa & Asociados S.A.,Badajoz,Ville,7
1111,Cine Vilalta y Cervantes S.A.,La Coruña,Ville,12
1112,Cine Alimentación Avanzadas S.Coop.,Barcelona,Ville,12
1113,Cine Castellanos y Porta S.Com.,La Coruña,Ville,8
1114,Cine Grupo Blanca S.L.,Alicante,Ville,6
1115,Cine Jessica Portillo Solana S.Coop.,Ávila,Ville,12
1116,Cine Comercializadora Maza & Asociados S.Com.,Vizcaya,Ville,7
1117,Cine María Cristina Oliver Clavero S.A.,Ciudad,Ville,6
1118,Cine Inmobiliaria Bautista & Asociados S.L.N.E,La Rioja,Ville,10
1119,Cine Hermanos Salom S.Coop.,Ourense,Ville,7
1120,Cine Instalaciones Franco y asociados S.L.,Huelva,Ville,10
1121,Cine Coronado y asociados S.L.N.E,Soria,Ville,7
1122,Cine Hotel Tejedor & Asociados S.Coop.,Soria,Ville,9
1123,Cine Logística Barragán & Asociados S.Com.,Santa Cruz de Tenerife,Ville,10
1124,Cine Tecnologías Olivares y asociados S.L.N.E,Palencia,Ville,12
1125,Cine Talleres DB S.Coop.,Córdoba,Ville,10
1126,Cine Soluciones HWDR S.Com.,Zamora,Ville,7
1127,Cine Folch & Asociados S.Com.,Huelva,Ville,7
1128,Cine Cuadrado & Asociados S.C.P,Álava,Ville,10
1129,Cine Comercial López S.A.U,Asturias,Ville,8
1130,Cine Finanzas SF S.L.,Girona,Ville,9
1131,Cine Grupo Pascual S.C.P,Toledo,Ville,11
1132,Cine Tecnologías Globales S.L.N.E,Ceuta,Ville,9
1133,Cine Grupo Mateo S.Com.,Badajoz,Ville,12
1134,Cine Madrigal y Martínez S.A.D,Lugo,Ville,11
1135,Cine Eligio Lloret Romero S.Com.,Ceuta,Ville,9
1136,Cine Comercializadora OWFP S.A.,Tarragona,Ville,10
1137,Cine Grupo Molins S.A.,Ceuta,Ville,6
1138,Cine Talleres Aliaga S.L.,Huelva,Ville,8
1139,Cine Banco Aragonés S.L.N.E,Cuenca,Ville,10
1140,Cine Paredes y asociados S.L.L.,Baleares,Ville,6
1141,Cine Cayetano Montesinos Marti S.Coop.,Alicante,Ville,12
1142,Cine Madrid & Asociados S.C.P,Valladolid,Ville,10
1143,Cine Construcción Calderón y asociados S.L.,Álava,Ville,8
1144,Cine Gala Prat Izaguirre S.L.,La Coruña,Ville,9
1145,Cine Hermanos Fajardo S.L.,Soria,Ville,12
1146,Cine Fábrica del Levante S.L.,Ceuta,Ville,8
1147,Cine Promociones Alemany S.A.,Palencia,Ville,9
1148,Cine Banco PU S.L.N.E,Castellón,Ville,10
1149,Cine Yuste & Asociados S.Coop.,Segovia,Ville,11
1150,Cine Madrid y Ibáñez S.L.,Huesca,Ville,11
1151,Cine Infraestructuras Abad y asociados S.L.N.E,Navarra,Ville,11
1152,Cine Sosa y Martorell S.L.L.,Zamora,Ville,9
1153,Cine Logística Caparrós S.Coop.,Navarra,Ville,9
1154,Cine Sarmiento y Torrijos S.A.,Lugo,Ville,8
1155,Cine Hermanos Pallarès S.L.,Cantabria,Ville,9
1156,Cine Manrique y Marcos S.Coop.,Huelva,Ville,11
1157,Cine Román y Blázquez S.Coop.,Córdoba,Ville,8
1158,Cine Desarrollo Ibérica S.Com.,Badajoz,Ville,12
1159,Cine Comercializadora Jara S.A.U,Granada,Ville,12
1160,Cine Andrés y Alcalá S.L.,Barcelona,Ville,12
1161,Cine Banca Privada Palomar & Asociados S.Com.,Las Palmas,Ville,6
1162,Cine Desarrollo Fuente S.A.,Valladolid,Ville,9
1163,Cine Hnos Ferrera S.A.,Murcia,Ville,11
1164,Cine Perelló y Grau S.A.,Burgos,Ville,10
1165,Cine Tapia y Quero S.L.N.E,Teruel,Ville,8
1166,Cine Mamen Expósito Narváez S.L.,Jaén,Ville,10
1167,Cine Distribuciones Juárez S.A.,Soria,Ville,11
1168,Cine Busquets y asociados S.L.,Segovia,Ville,12
1169,Cine Comercializadora Inteligentes S.C.P,Cáceres,Ville,9
1170,Cine Logística Viñas y asociados S.L.,Álava,Ville,6
1171,Cine Construcción Céspedes y asociados S.L.,Santa Cruz de Tenerife,Ville,9
1172,Cine Inmobiliaria Bárcena S.L.,Baleares,Ville,9
1173,Cine Zamorano y Tena S.L.,Asturias,Ville,9
1174,Cine Despacho Sanabria y asociados S.L.,Burgos,Ville,7
1175,Cine Inmobiliaria Globales S.Coop.,Zamora,Ville,9
1176,Cine Servicios BUA S.A.,Málaga,Ville,9
1177,Cine Minería Orozco & Asociados S.Coop.,Asturias,Ville,8
1178,Cine Azahara Echeverría Bru S.L.,Badajoz,Ville,6
1179,Cine Jaén y asociados S.Coop.,Segovia,Ville,6
1180,Cine Compañía Flores S.L.L.,Palencia,Ville,7
1181,Cine Orozco & Asociados S.Com.,Guipúzcoa,Ville,8
1182,Cine Gaya & Asociados S.A.,Guadalajara,Ville,10
1183,Cine Asenjo y Gargallo S.A.,Cantabria,Ville,12
1184,Cine Samanta Páez Salvador S.Com.,Cáceres,Ville,10
1185,Cine Blazquez y Escamilla S.L.N.E,Navarra,Ville,7
1186,Cine Pulido y Arenas S.A.,Salamanca,Ville,8
1187,Cine Supermercados Ibéricos S.L.L.,Zamora,Ville,11
1188,Cine Roda & Asociados S.A.,Jaén,Ville,12
1189,Cine Concha Peña Losa S.Com.,Almería,Ville,6
1190,Cine Barco y Luís S.A.,Jaén,Ville,12
1191,Cine Saez & Asociados S.L.,Granada,Ville,12
1192,Cine Construcción Espada & Asociados S.A.,Melilla,Ville,9
1193,Cine Minería Globales S.A.,Pontevedra,Ville,7
1194,Cine Yáñez y Viña S.L.,Guadalajara,Ville,9
1195,Cine Distribuciones Cuesta & Asociados S.Coop.,Álava,Ville,7
1196,Cine Gisbert y Vizcaíno S.A.,Navarra,Ville,11
1197,Cine Construcción KSRV S.L.L.,Almería,Ville,9
1198,Cine Hnos Peiró S.Com.,Lugo,Ville,10
1199,Cine Jove y Moreno S.L.,Baleares,Ville,8
1200,Cine Rivero y Ávila S.L.,Madrid,Ville,11
1201,Cine Vizcaíno y Vives S.L.N.E,Cantabria,Ville,11
1202,Cine Industrias Palomares S.Com.,Navarra,Ville,11
1203,Cine Cayetano Vendrell Comas S.Coop.,Tarragona,Ville,11
1204,Cine Construcción del Levante S.A.T.,Burgos,Ville,8
1205,Cine Tecnologías CEMF S.A.,Guipúzcoa,Ville,7
1206,Cine Tecnologías del Sur S.Coop.,Lleida,Ville,6
1207,Cine Finanzas Villalonga & Asociados S.L.N.E,Huelva,Ville,11
1208,Cine Servicios Herranz y asociados S.Com.,Salamanca,Ville,12
1209,Cine Febe Adán Porras S.Coop.,Cantabria,Ville,10
1210,Cine Industrias NLR S.L.,Zaragoza,Ville,12
1211,Cine Hoyos & Asociados S.Coop.,Cáceres,Ville,10
1212,Cine Ramis y asociados S.Coop.,Pontevedra,Ville,7
1213,Cine Compañía IQ S.L.,Albacete,Ville,10
1214,Cine Desarrollo del Norte S.Coop.,Ávila,Ville,7
1215,Cine Compañía Ibéricos S.Coop.,Teruel,Ville,9
1216,Cine Promociones Olmedo S.A.,Ceuta,Ville,9
1217,Cine Bautista y Gimenez S.L.,Guipúzcoa,Ville,12
1218,Cine Marino Páez Manzanares S.Com.,Guadalajara,Ville,7
1219,Cine Promociones Internacionales S.A.,Vizcaya,Ville,9
1220,Cine Amat y asociados S.A.D,Cádiz,Ville,7
1221,Cine Inmobiliaria Ibérica S.Coop.,León,Ville,9
1222,Cine Promociones Internacionales S.Coop.,Murcia,Ville,7
1223,Cine Infraestructuras Española S.A.,Burgos,Ville,6
1224,Cine Banco Roda & Asociados S.L.L.,Pontevedra,Ville,11
1225,Cine Promociones Cornejo y asociados S.Coop.,Zamora,Ville,9
1226,Cine Roig y Mariño S.L.,Zaragoza,Ville,8
1227,Cine Inmobiliaria Iberia S.L.,Zaragoza,Ville,12
1228,Cine Llamas & Asociados S.Com.,La Rioja,Ville,7
1229,Cine Supermercados Dalmau S.L.,Las Palmas,Ville,12
1230,Cine Cayetano Pavón Lorenzo S.A.,Navarra,Ville,12
1231,Cine Comercializadora Castellana S.Com.,Melilla,Ville,11
1232,Cine Despacho del Levante S.Com.,Ávila,Ville,10
1233,Cine Farmaceútica Manso & Asociados S.Coop.,Melilla,Ville,12
1234,Cine Renato Ríos Figueras S.Com.,Castellón,Ville,6
1235,Cine Cazorla y asociados S.L.,Toledo,Ville,6
1236,Cine Hnos Alegre S.A.D,Granada,Ville,6
1237,Cine Inversiones WOV S.Com.,Tarragona,Ville,11
1238,Cine Valderrama y Poza S.L.,Guipúzcoa,Ville,8
1239,Cine Soluciones Morata y asociados S.Coop.,Barcelona,Ville,12
1240,Cine Tecnologías Olivera S.L.L.,Córdoba,Ville,10
1241,Cine Salvador & Asociados S.Com.,Teruel,Ville,11
1242,Cine Talleres LGS S.A.,Ávila,Ville,11
1243,Cine Soler y asociados S.A.,Segovia,Ville,6
1244,Cine Vázquez & Asociados S.A.,Las Palmas,Ville,8
1245,Cine Familia Llopis S.Com.,Zamora,Ville,8
1246,Cine Bonifacio Elorza Galvez S.A.D,Asturias,Ville,9
1247,Cine Finanzas Cid & Asociados S.L.L.,Zaragoza,Ville,7
1248,Cine Finanzas Toledo S.A.,La Rioja,Ville,8
1249,Cine Servicios Saldaña y asociados S.L.N.E,Huelva,Ville,9
1250,Cine Alimentación ERRR S.L.N.E,Huelva,Ville,8
1251,Cine Restauración Integrales S.C.P,Cantabria,Ville,6
1252,Cine Barranco y Cañas S.L.N.E,Lleida,Ville,8
1253,Cine Castañeda y asociados S.L.,Córdoba,Ville,8
1254,Cine Alimentación SNV S.Coop.,Badajoz,Ville,12
1255,Cine Soluciones UUWD S.Com.,Toledo,Ville,7
1256,Cine Soluciones Garrido & Asociados S.Coop.,Castellón,Ville,6
1257,Cine Talleres Españolas S.Com.,Toledo,Ville,8
1258,Cine Infraestructuras Sanmiguel S.Coop.,Granada,Ville,7
1259,Cine Familia Valentín S.L.,Pontevedra,Ville,9
1260,Cine Banca Privada Lluch S.A.U,Zaragoza,Ville,7
1261,Cine Comercial Villalonga S.L.L.,Ávila,Ville,8
1262,Cine Luna y Bello S.L.N.E,Ávila,Ville,6
1263,Cine Hnos Pujadas S.L.N.E,Salamanca,Ville,10
1264,Cine Desarrollo Perera & Asociados S.L.L.,Lugo,Ville,12
1265,Cine Rius y asociados S.Com.,Málaga,Ville,6
1266,Cine Alimentación Zurita y asociados S.Coop.,Badajoz,Ville,10
1267,Cine Lladó y asociados S.Coop.,Ávila,Ville,12
1268,Cine Construcción Integrales S.Com.,Ourense,Ville,12
1269,Cine Josefa Catalá Galan S.A.,Lleida,Ville,10
1270,Cine Hnos Diez S.L.N.E,Girona,Ville,11
1271,Cine Familia Borrego S.Coop.,Lugo,Ville,12
1272,Cine Plaza & Asociados S.Coop.,Pontevedra,Ville,7
1273,Cine Lucía Baños Puerta S.A.,Girona,Ville,8
1274,Cine Galán y Ayala S.A.,Badajoz,Ville,6
1275,Cine Familia Casanova S.Coop.,La Rioja,Ville,7
1276,Cine Construcción Tejada S.L.,Vizcaya,Ville,12
1277,Cine Gil y Carballo S.C.P,Madrid,Ville,9
1278,Cine Banco Escudero & Asociados S.L.N.E,Ceuta,Ville,10
1279,Cine Noriega & Asociados S.L.N.E,Pontevedra,Ville,9
1280,Cine Alicia Castañeda Román S.Coop.,Alicante,Ville,12
1281,Cine Lluch & Asociados S.Coop.,Melilla,Ville,11
1282,Cine Servicios LTEM S.L.N.E,Ciudad,Ville,8
